,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
REPUBLIQUE ALGERIENNE DEMOCRATIQUE ET POPULAIRE  ,,,,,,,,,,,,,,,,,,,,
MINISTERE DE LA SANTE DE LA POPULATION ET DE LA REFORME HOSPITALIERE,,,,,,,,,,,,,,,,,,,,
DIRECTION GENERALE DE LA PHARMACIE ET DES EQUIPEMENTS DE SANTE,,,,,,,,,,,,,,,,,,,,
DIRECTION DES PRODUITS PHARMACEUTIQUES - SOUS DIRECTION DE L'ENREGISTREMENT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
NOMENCLATURE NATIONALE DES PRODUITS PHARMACEUTIQUES A USAGE DE LA MEDECINE HUMAINE AU 31 DECEMBRE 2019  ( 3412 DE),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
N°,N°ENREGISTREMENT,CODE,DENOMINATION COMMUNE INTERNATIONALE,NOM DE MARQUE,FORME,DOSAGE,COND,LISTE,P1,P2,OBS,LABORATOIRES DETENTEUR DE LA DECISION D'ENREGISTREMENT,PAYS DU LABORATOIRE DETENTEUR DE LA DECISION D'ENREGISTREMENT,DATE D'ENREGISTREMENT INITIAL ,DATE D'ENREGISTREMENT  FINAL ,TYPE,STATUT,DUREE DE STABILITE,,
1873,031/ 10 L 097 /98/17,10 L 097,LACTULOSE,DUPHALAC,SOL.BUV.SACHET,10G/15ML,B/20 ,,HOP,OFF,,SOLVAY PHARMA,FRANCE,8/9/1998,8/9/1998,Ré,I,,,
1874,073/ 10 L 062 /01/18,10 L 062,LACTULOSE,ISOLACT,SOL. BUV. SANS SUCRE,66.50%,FL/150ML,,HOP,OFF,,ISOPHARM,ALGERIE,11/11/2001,4/2/2018,Gé,F,36 MOIS,,
1875,320/ 10 L 062 /06/12,10 L 062,LACTULOSE,LACTULOSE AGD,SIROP,"66,7%",FL/200ML+GODET GRADUE EN ML,,HOP,OFF,,ALGERIAN GENERICS DEVELOPPEMENT PHARM  (AGD PHARM),ALGERIE,2/25/2006,8/21/2012,Gé,Fprémix,24 MOIS,,
1876,468/ 10 L 097 /14,10 L 097,LACTULOSE,LACTUNAD,SOL. BUV. EN SACHET-DOSE,10G/15ML,B/20 SACHETS-DOSE DE 15 ML,,HOP,OFF,,NADPHARMADIC PRODUCTION SARL ,ALGERIE,10/15/2014,10/15/2014,Gé,F,24 MOIS,,
1877,528/10 L 062/17,10 L 062,LACTULOSE,EASYLACT,SOL BUV,"66,5% ( 66,5 g/100ml)",FL/200ML+GOBLET DOSEUR DE 15ML,,HOP,OFF,,JANIS MED SARL,ALGERIE,12/4/2017,12/4/2017,Gé,F,24 MOIS,,
1878,065/10 L 062/19,10 L 062,LACTULOSE,LACTULOSE GL,SOL BUV,"66,5% ( 10 g/15 ml)",FL/200ML+GOBLET DOSEUR ,,HOP,OFF,,GENERICLAB SARL,ALGERIE,5/5/2019,5/5/2019,Gé,F,24MOIS,,
1879,073/10 L 097/1,10 L 097,LACTULOSE,ISOLACT,SOL BUV,66.50%,B/20 SACHETS DOSE DE 15ML,,HOP,OFF,,ISOPHARM SARL,ALGERIE,12/30/2019,12/30/2019,Gé,F,24MOIS,,
1880,474/ 14 L 131 /03/13,14 L 131,LAIT EN POUDRE SANS PROTEINES DE LAIT DE VACHE,APTAMIL PEPTI JUNIOR ,LAIT EN POUDRE,,B/400G,,HOP,OFF,,DANONE NUTRICIA A &O,FRANCE,10/29/2003,1/10/2013,Ré,I,,,
1881,288/ 14 L 130 /12/19,14 L 130 ,LAIT SANS PHENYLALANINE,PKU ANAMIX INFANT,PDRE. P. NOURRISSON AGE DE 0 A 1AN,,B/400G,,HOP,OFF,,NUTRICIA NUTRITION CLINIQUE,FRANCE,11/27/2012,7/29/2019,Ré,I,18MOIS,,
1882,288/ 14 L 343 /13/19,14 L 343 ,LAIT SANS PHENYLALANINE ,XP MAXAMAID,PDRE.P. ENFANT AGE DE 1AN A 8ANS.,,B/500G,,HOP,OFF,,NUTRICIA NUTRITION CLINIQUE,FRANCE,1/20/2013,7/29/2019,Ré,I,36MOIS,,
1883,288/ 14 L 344 /13/19,14 L 344,LAIT SANS PHENYLALANINE ,XP MAXAMUM,"PDRE. P ENFANTS DES 8ANS, ADOLESCENTS ET ADULTES DONT LES FEMMES ENCEINTES",,B/500G,,HOP,OFF,,NUTRICIA NUTRITION CLINIQUE,FRANCE,2/18/2013,1/27/2019,Ré,I,36MOIS,,
1884,182/ 13 P 237 /03/17,13 P 237,LAMIVUDINE,LAMIVIR,SOL. BUV.,10MG/ML,FL/100ML,Liste I,HOP,,,CIPLA LIMITED ,INDE,7/19/2003,6/14/2017,Gé,I,24 MOIS,,
1885,450/13 P 236/17,13 P 236,LAMIVUDINE,LAMIVUDINE MYLAN,COMPRIME PELLICULE ,150MG,B/60,Liste I,HOP,,,MYLAN LABORATOIRES LIMITED,INDE,10/24/2017,10/24/2017,Gé,I,24 MOIS,,
1886,524/13 P 236/19,13 P 236,LAMIVUDINE,HEPTAVIR-150,COMP PELL SEC,150MG,BOITE DE 1 FL / 60,Liste I,HOP,,,HETERO LABS LIMITED,INDE,3/17/2019,3/17/2019,Gé,I,48 MOIS,,
1887,182/ 13 P 277 /05/17,13 P 277,Lamivudine/Zidovudine,DUOVIR,COMPRIME PELLICULE ,150MG/300MG,B/60,Liste I,HOP,,,CIPLA LIMITED ,INDE,9/28/2005,7/23/2017,Gé,I,24 MOIS,,
1888,508/ 13 P 277 /19,13 P 277,Lamivudine/Zidovudine,LAMIHOPEZ,COMPRIME PELLICULE ,150MG/300MG,B/60,Liste I,HOP,,,MACLEODS PHARMACEUTICALS LIMITED ,INDE,1/13/2019,1/13/2019,Gé,I,36 MOIS,,
1889,242/ 15 A 051 /10,15 A 051,LAMOTRIGINE,LAMITOR,COMP. DISPERS.,5MG,B/30,Liste I,HOP,OFF,,GROUPE SANTE,ALGERIE,12/22/2010,12/22/2010,Gé,F,,,
1890,293/ 15 A 052 /18,15 A 052 ,LAMOTRIGINE,BIOLAM ,COMP. DISPERS. OU. A CROQUER ,25MG,B/30,Liste I,HOP,OFF,,BIOCARE  SARL,ALGERIE,5/14/2018,5/14/2018,Gé,F,24 MOIS,,
1891,293/ 15 A 053 /18,15 A 053,LAMOTRIGINE,BIOLAM ,COMP. DISPERS. OU. A CROQUER ,100MG,B/30,Liste I,HOP,OFF,,BIOCARE  SARL,ALGERIE,5/14/2018,5/14/2018,Gé,F,24 MOIS,,
1892,352/ 15 A 051 /10,15 A 051,LAMOTRIGINE,AMITRAL,COMP. DISPERS. ,5MG,B/30,Liste I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT,ALGERIE,3/28/2010,3/28/2010,Gé,F,,,
1893,352/ 15 A 052 /10,15 A 052,LAMOTRIGINE,AMITRAL,COMP. DISPERS.,25MG,B/30,Liste I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT,ALGERIE,3/11/2010,3/11/2010,Gé,F,,,
1894,352/ 15 A 053 /10,15 A 053,LAMOTRIGINE,AMITRAL,COMP. DISPERS. ,100MG,B/30,Liste I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT,ALGERIE,3/11/2010,3/11/2010,Gé,F,,,
1895,447/ 15 A 051/16,15 A 051,LAMOTRIGINE,LAMOTRIGINE BEKER,COMP. DISPERS.,5MG,B/30,Liste I,HOP,OFF,,BEKER SARL (SARL LABORATOIRE BEKER ALGERIE),ALGERIE,4/19/2016,4/19/2016,Gé,F,24MOIS,,
1896,447/ 15 A 052 /13,15 A 052,LAMOTRIGINE,LAMOTRIGINE BEKER,COMP. DISPERS.,25MG,B/56,Liste I,HOP,OFF,,BEKER SARL (SARL LABORATOIRE BEKER ALGERIE),ALGERIE,3/20/2013,1/23/2019,Gé,F,36 MOIS,,
1897,447/ 15 A 053 /13,15 A 053,LAMOTRIGINE,LAMOTRIGINE BEKER,COMP. DISPERS.,100MG,B/56,Liste I,HOP,OFF,,BEKER SARL (SARL LABORATOIRE BEKER ALGERIE),ALGERIE,3/20/2013,3/20/2013,Gé,F,36 MOIS,,
1898,020/ 09 R 156 /08/15,09 R 156 ,LANREOTIDE ACETATE EXPRIME EN LANREOTIDE,SOMATULINE LP,SOL. INJ. SC PROFONDE LP EN SERING. PREREMPL. ,"60MG/SERING. DE 0,5ML","B/01SERINGUE PREREMPLIE DE 0,5ML AVEC UN SYSTÈME DE SECURITE + AIGUILLE",Liste I,HOP,OFF,,IPSEN PHARMA ,FRANCE,2/23/2008,4/12/2015,Ré,I,24 MOIS,,
1899,020/ 09 R 157 /08/15,09 R 157 ,LANREOTIDE ACETATE EXPRIME EN LANREOTIDE,SOMATULINE LP,SOL. INJ. SC PROFONDE LP  EN SERING. PREREMPL.,"90MG/SERING. DE 0,5ML","B/01SERINGUE PREREMPLIE DE 0,5ML AVEC UN SYSTÈME DE SECURITE + AIGUILLE",Liste I,HOP,OFF,,IPSEN PHARMA ,FRANCE,2/23/2008,4/12/2015,Ré,I,24 MOIS,,
1900,020/ 09 R 158 /08/15,09 R 158 ,LANREOTIDE ACETATE EXPRIME EN LANREOTIDE,SOMATULINE LP,SOL. INJ. SC PROFONDE LP  EN SERING. PREREMPL.,"120MG/SERING. DE 0,5ML","B/01SERINGUE PREREMPLIE DE 0,5ML AVEC UN SYSTÈME DE SECURITE + AIGUILLE",Liste I,HOP,OFF,,IPSEN PHARMA ,FRANCE,2/23/2008,2/26/2015,Ré,I,24 MOIS,,
1901,433/10 A 167/18,10 A 167,LANSOPRAZOLE,LANSOPOMP,GELULES,30 MG,B/15,Liste II,HOP,OFF,,FRATER RAZES FORME SECHE ,ALGERIE,10/25/2018,10/25/2018,Gé,F,24 MOIS,,
1902,378/10 A 167/19,10 A 167,LANSOPRAZOLE,LANZOREM,GELULES A MICROGRANULES GASTRO-RESISTANTES,30 MG,B/15,Liste II,HOP,OFF,,SARL BIOREM,ALGERIE,3/25/2019,3/25/2019,Gé,F,24 MOIS,,
1903,001/10 A 167/17,10 A 167,LANSOPRAZOLE,ZOPRA,GELULES A MICROGRANULES GASTRO-RESISTANTES,30 MG,B/15,Liste II,HOP,OFF,,HIKMA PHARMA ALGERIA,ALGERIE,11/30/2017,11/30/2017,Gé,F,24 MOIS,,
1904,544/10 A 167/09/19,10 A 167,LANSOPRAZOLE,LANZOMED,GELULES,30 MG,B/15,Liste II,HOP,OFF,,SARL WORLD MEDICINE LIMITED,ALGERIE,12/8/2009,11/10/2019,Gé,Fprémix,36MOIS,,
1905,035/ 10 A 167 /07/19,10 A 167 ,LANSOPRAZOLE,ESOPROTON,GLES A  MICROG. GASTRORESIST.,30MG,PILULIER/14 ET 28,Liste II,HOP,OFF,,PHARMALLIANCE EURL,ALGERIE,12/22/2007,12/3/2019,Gé,Fprémix,36MOIS,,
1906,068/ 05 C 137 /09/17,05 C 137,LAPATINIB DITOSYLATE EXPRIME EN LAPATINIB,TYKERB,COMPRIME PELLICULE ,250MG,B/70,Liste I,HOP,,,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,5/13/2009,12/25/2017,Ré,I,24 MOIS,,
1907,339/ 14 N 348 /15,14 N 348,LARONIDASE,ALDURAZYME,SOL. A DILUER P. PERF. IV,100U DE LARONIDASE /ML (500U DE LARONIDASE /ML),B/01 FL. DE 5ML,Liste I,HOP,,,GENZYME EUROPE B.V.,PAYS BAS,6/17/2015,6/17/2015,Ré,I,36 MOIS,,
1908,076/ 17 C 127 /01,17 C 127,LATANOPROST,XALATAN,COLLYRE ,"50µG/ML (0,005%)","F/2,5ML",Liste I,HOP,OFF,,"PHARMACIA S,A,",BELGIQUE,12/12/2001,12/12/2001,Ré,I,,,
1909,423/ 17 C 127 /08/16,17 C 127,LATANOPROST,LATANEKS,COLLYRE ,50µG/ML,"FL./2,5ML",Liste I,HOP,OFF,,DIAMOND PHARMA,SYRIE,12/17/2008,2/12/2017,Gé,I,24 MOIS,,
1910,521/17 C 127/16,17 C 127,LATANOPROST,LATASOPT,COLLYRE ,50µG/ML,"FL./2,5ML",Liste I,HOP,OFF,,WORLD MEDECINE ILAC ,ALGERIE,12/29/2016,12/29/2016,Gé,I,24 MOIS ,,
1911,522/17 C 127/17,17 C 127,LATANOPROST,LATAZ,COLLYRE ,"50µG/ML (0,005%)","F/2,5ML",Liste I,HOP,OFF,,RAFARM S.A,GRECE,3/20/2017,3/20/2017,Gé,I,24 MOIS,,
1912,065/17 C 127/19,17 C 127,LATANOPROST,XALAPROST,COLLYRE,"0,005% (OU 50µG/ML)","B/01 FL2,5ML",LISTE I,HOP,OFF,,GENERIC LAB SARL,ALGERIE,,,Gé,F,24MOIS,,
1913,045/ 17 C 162 /14,17 C 162,LATANOPROST / TIMOLOL,XALACOM,COLLYRE ,"50μG/5MG/ML (0,005%/0,5%)","FL./2,5ML",LISTE I,HOP,OFF,,PFIZER HOLDING FRANCE,FRANCE,10/27/2014,10/27/2014,Ré,I,,,
1914,182/ 21 J 042 /10,21 J 042 ,LEFLUNOMIDE,LEFUMIDE 10,COMPRIME PELLICULE ,10MG,B/30,Liste I,HOP,OFF,,CIPLA LIMITED ,INDE,6/2/2010,6/2/2010,Gé,I,,,
1915,182/ 21 J 043 /10,21 J 043,LEFLUNOMIDE,LEFUMIDE 20,COMPRIME PELLICULE ,20MG,B/30,Liste I,HOP,OFF,,CIPLA LIMITED ,INDE,6/2/2010,6/2/2010,Gé,I,,,
1916,230/ 21 D 042 /03,21 D 042,LEFLUNOMIDE,ARAVA,COMPRIME PELLICULE ,10MG,B/30,Liste I,HOP,OFF,,AVENTIS PHARMA,ALLEMAGNE,2/3/2003,2/3/2003,Ré,I,,,
1917,293/ 21 D 042 /19,21 D 042,LEFLUNOMIDE,BIORAVA,COMPRIME PELLICULE ,10MG,B/30,Liste I,HOP,OFF,,BIOCARE,ALGERIE,6/18/2019,6/18/2019,Ré,I,24 MOIS,,
1918,230/ 21 D 043 /03,21 D 043,LEFLUNOMIDE,ARAVA,COMPRIME PELLICULE ,20MG,B/30,Liste I,HOP,OFF,,AVENTIS PHARMA,ALLEMAGNE,2/3/2003,2/3/2003,Ré,I,,,
1919,293/ 21 D 043 /19,21 D 043,LEFLUNOMIDE,BIORAVA,COMPRIME PELLICULE ,20MG,B/30,Liste I,HOP,OFF,,BIOCARE,ALGERIE,6/18/2019,6/16/2019,Ré,I,24 MOIS,,
1920,230/ 21 D 044 /03,21 D 044,LEFLUNOMIDE,ARAVA,COMPRIME PELLICULE ,100MG,B/3,Liste I,HOP,OFF,,AVENTIS PHARMA,ALLEMAGNE,2/3/2003,2/3/2003,Ré,I,,,
1921,317/ 21 J 042 /15,21 J 042,LEFLUNOMIDE,REDUPAR,COMPRIME PELLICULE ,10MG,B/30,Liste I,HOP,OFF,,INPHA MEDIS SPA,ALGERIE,4/12/2015,4/12/2015,Gé,F,24 MOIS,,
1922,317/ 21 J 043 /15,21 J 043,LEFLUNOMIDE,REDUPAR,COMPRIME PELLICULE ,20MG,B/30,Liste I,HOP,OFF,,INPHA MEDIS SPA,ALGERIE,4/12/2015,4/12/2015,Gé,F,24 MOIS,,
1923,317/ 21 J 044 /15,21 J 044,LEFLUNOMIDE,REDUPAR,COMPRIME PELLICULE ,100MG,B/03,Liste I,HOP,OFF,,INPHA MEDIS SPA,ALGERIE,4/12/2015,4/12/2015,Gé,F,24 MOIS,,
1924,352/ 21 J 042 /14,21 J 042,LEFLUNOMIDE,RUMAVA,COMPRIME PELLICULE ,10MG,B/30,Liste I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT SPA,ALGERIE,10/13/2014,10/13/2014,Gé,F,24 MOIS,,
1925,352/ 21 J 043 /15/18,21 J 043,LEFLUNOMIDE,RUMAVA,COMPRIME PELLICULE ,20MG,B/30,Liste I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT SPA,ALGERIE,3/18/2015,12/26/2018,Gé,F,36 MOIS,,
1926,510/21 J 042/17,21 J 042,LEFLUNOMIDE,LEFLUBIC ALEMBIC MAMI,COMPRIME PELLICULE ,10MG,B/30,Liste I,HOP,OFF,,ALEMBIC MAMI SPA,ALGERIE,9/7/2017,9/7/2017,Gé,F,24 MOIS,,
1927,506/ 05 L 181 /16,05 L 181,LENALIDOMIDE,REVLIMID,GELULE,5MG,B/21,Liste I,HOP,,,CELGENE EUROPE LIMITED,ROYAUME UNI,6/12/2016,6/12/2016,Ré,I,36MOIS ,,
1928,506/ 05 L 182 /16,05 L 182,LENALIDOMIDE,REVLIMID,GELULE,10MG,B/21,Liste I,HOP,,,CELGENE EUROPE LIMITED,ROYAUME UNI ,6/12/2016,6/12/2016,Ré,I,36 MOIS ,,
1929,506/ 05 L 183 /16,05 L 183,LENALIDOMIDE,REVLIMID,GELULE,15MG,B/21,Liste I,HOP,,,CELGENE EUROPE LIMITED,ROYAUME UNI ,6/12/2016,6/12/2016,Ré,I,36MOIS,,
1930,506/ 05 L 184 /16,05 L 184,LENALIDOMIDE,REVLIMID,GELULE,25MG,B/21,Liste I,HOP,,,CELGENE EUROPE LIMITED,ROYAUME UNI ,6/12/2016,6/12/2016,Ré,I ,36MOIS,,
1931,376/12 L 064/97/17,12 L 064,LENOGRASTIME RHU G-CSF,GRANOCYTE 34,POUDRE ET SOLVANT POUR SOL INJ S/C IV,"33,6 MUI ",B/05 FL DE POUDRE +05 SERINGUES PRE-REMPLIES DE SOLVANT +02 AIGUILLES,LISTE I,HOP,,,SANOFI AB,SUEDE,2/27/2017,2/27/2017,Ré,I,30 MOIS,,
1932,149/06 E 168/17,06 E 168,LERCANIDIPINE CHLORHYDRATE,LERCA,COMP. PELLI. SEC.,10MG,B/30 ,Liste I,HOP,OFF,,NOVAPHARM TRADING ,ALGERIE,6/12/2017,6/12/2017,GE ,F,24 MOIS,,
1933,263/ 06 E 168 /19,06 E 168,LERCANIDIPINE CHLORHYDRATE,CORDIPINE,COMP. PELLI. SEC.,10MG,B/30 ,Liste I,HOP,OFF,,BIOPHARM / SPA,ALGERIE,4/30/2019,4/30/2019,Gé,F,24 MOIS,,
1934,352/ 06 E 168 /14,06 E 168,LERCANIDIPINE CHLORHYDRATE,DEPADIUM,COMPRIME PELLICULE ,10MG,B/30,Liste I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT SPA,ALGERIE,9/1/2014,9/1/2014,Gé,F,24 MOIS,,
1935,269/ 06 E 168 /01/18,06 E 168,LERCANIDIPINE CHLORHYDRATE,ZANIDIP,COMP PELL SEC,10MG,B/30 ET B/90,Liste I,HOP,OFF,,BOUCHARA-RECORDATI,FRANCE,9/29/2001,1/10/2018,Ré,F,24 MOIS,,
1936,447/ 06 E 168 /15,06 E 168,LERCANIDIPINE CHLORHYDRATE,LERCANIDIPINE BEKER,COMP. PELLI. SEC.,10MG,B/30 ET B/90,Liste I,HOP,OFF,,BEKER SARL (SARL LABORATOIRE BEKER ALGERIE),ALGERIE,10/4/2015,10/4/2015,Gé,F,36 MOIS,,
1937,157 / 09 A 120 /15,09 A 120,LETROZOLE,LETROZOLE CINFA,COMPRIME PELLICULE ,"2,5MG",B/30,Liste I,HOP,OFF,,CINFA S.A.,ESPAGNE,2/26/2015,2/26/2015,Gé,I,36 MOIS,,
1938,323/ 09 A 120 /16,09 A 120,LETROZOLE,LETRODEX,COMPRIME PELLICULE ,"2,5MG",B/30,Liste I,HOP,OFF,,SARL CONTINENTAL PHARM ,ALGERIE,1/24/2016,1/24/2016,Gé,C,36MOIS,,
1939,411/ 05 E 121 /08/17,05 E 121 ,LEUPRORELINE ,ENANTONE LP ,PDRE. ET SOLV. POUR SUSP. INJ. S.C./I.M.  L.P.,"1,875 MG/ML (OU 3,75MG/2ML)",B/1FL. DE PDRE. + 1AMP./2ML SOLV. + 1SERIN,Liste I,HOP,OFF,,TAKEDA ,FRANCE,7/27/2008,6/21/2017,Ré,I,36 MOIS,,
1940,374/ 05 E 171 /14,05 E 171,LEUPRORELINE ACETATE,ELIGARD,PDRE. ET SOLV. P. SOL. INJ. SC DIFFUSION LENTE SUR 3 MOIS,"22,5MG",B/01KIT DE 2 PLATEAUX THERMOFORMES CONTENANT : (01 SERING. PREREMP. D. SOLV. (SERING. A) + 01 PISTON A TIGE LONGUE) + (01 SERING. PREREMP. D. PDRE. (SERING. B) + 01 AIGUILLE STERILE 20G),Liste I,HOP,OFF,,ASTELLAS PHARMA EUROPE B.V.,PAYS BAS,12/30/2014,5/11/2016,Ré,I,24 MOIS,,
1941,374/ 05 E 172 /14,05 E 172,LEUPRORELINE ACETATE,ELIGARD,PDRE. ET SOLV. P. SOL. INJ. SC DIFFUSION LENTE SUR 6 MOIS,45MG,B/01KIT DE 2 PLATEAUX THERMOFORMES CONTENANT : (01 SERING. PREREMP. D. SOLV. (SERING. A) + 01 PISTON A TIGE LONGUE) + (01 SERING. PREREMP. D. PDRE. (SERING. B) + 01 AIGUILLE STERILE 18G),Liste I,HOP,OFF,,ASTELLAS PHARMA EUROPE B.V.,PAYS BAS,12/30/2014,5/11/2016,Ré,I,24 MOIS,,
1942,411/ 05 E 122 /08/17,05 E 122 ,Leuproréline acétate,"ENANTONE LP 11,25MG ",MICROSPHERES ET SOL. POUR USAGE PARENT.S.C./I.M.  LP," 11,25MG/ FL. DE PDRE","B/1FL. DE PDRE. + 1AMP./2ML SOLV. + 1SERIN.DE 2,5ML+ 3 AIGUILLES",Liste I,HOP,OFF,,TAKEDA FRANCE SAS,FRANCE,7/27/2008,6/14/2017,Ré,I,36 MOIS,,
1943,001/ 15 A 072 /13,15 A 072,LEVETIRACETAM,VETRAM,COMP. PELLI. SEC.,250MG,B/30,Liste I,HOP,OFF,,HIKMA PHARMA ALGERIA SARL,ALGERIE,9/30/2013,7/4/2016,Gé,F,36MOIS ,,
1944,001/ 15 A 073/ 13,15 A 073,LEVETIRACETAM,VETRAM,COMP. PELL. SEC,500MG,B/30,Liste I,HOP,OFF,,HIKMA PHARMA ALGERIA SARL,I,11/19/2013,10/6/2016,Gé,F,36 MOIS,,
1945,001/ 15 A 100 /13,15 A 100,LEVETIRACETAM,VETRAM,SIROP,100MG/ML,B/1FL. DE 120ML + SERING. DOSEUSE GRADU. EN MG,Liste I,HOP,OFF,,HIKMA PHARMA ALGERIA SARL,ALGERIE,10/8/2013,10/8/2013,Gé,F,36MOIS ,,
1946,001/ 15 A 102/ 13,15 A 102,LEVETIRACETAM,VETRAM,COMP. PELL. SEC,750MG,B/30,Liste I,HOP,OFF,,HIKMA PHARMA ALGERIA SARL,ALGERIE,11/19/2013,7/26/2016,Gé,F,36 MOIS,,
1947,001/15 A 109/17,15 A 109,LEVETIRACETAM,VETRAM LP,COMP PELL LP,750 MG,B/30,LISTE I,HOP,OFF,,HIKMA PHARMA ALGERIA SARL,ALGERIE,9/10/2017,9/10/2017,Gé,F,24 MOIS,,
1948,001/15 A 110/17,15 A 110,LEVETIRACETAM,VETRAM LP,COMP PELL LP,500 MG,B/30,LISTE I,HOP,OFF,,HIKMA PHARMA ALGERIA SARL,ALGERIE,10/24/2017,10/24/2017,Gé,F PREMIX,24 MOIS,,
1949,035/ 15 A 072 /16,15 A 072,LEVETIRACETAM,EPILEPTAM,COMPRIME PELLICULE ,250MG,B/60,Liste I,HOP,OFF,,PHARMALLIANCE EURL,ALGERIE,2/4/2016,2/4/2016,Gé,F,24MOIS,,
1950,035/ 15 A 073 /16,15 A 073,LEVETIRACETAM,EPILEPTAM,COMPRIME PELLICULE ,500MG,B/60,Liste I,HOP,OFF,,PHARMALLIANCE EURL,ALGERIE,2/4/2016,2/4/2016,Gé,F,24 MOIS,,
1951,046/ 15 A 072 /07,15 A 072,LEVETIRACETAM,KEPPRA,COMPRIME PELLICULE ,250MG,B/60,Liste I,HOP,OFF,,UCB S.A,BELGIQUE,5/9/2007,5/9/2007,Ré,I,,,
1952,149/ 15 A 072 /18,15 A 072,LEVETIRACETAM,LEVETIRACETAM NOVOGENERICS,COMPRIME PELLICULE ,250MG,B/60,Liste I,HOP,OFF,,NOVAPHARM TRADING SARL,ALGERIE,4/30/2018,4/30/2018,Gé,F,24 MOIS,,
1953,293 /15 A 102 /16,15 A 102,LEVETIRACETAM,BIOCETAM,COMP. PELL. SEC,750MG,B/60,Liste I,HOP,OFF,,BIOCARE SARL ,ALGERIE,2/22/2016,2/22/2016,Gé,Fprémix,24mois,,
1954,293/ 15 A 072 /15,15 A 072,LEVETIRACETAM,BIOCETAM,COMPRIME PELLICULE ,250MG,B/60,Liste I,HOP,OFF,,BIOCARE SARL,ALGERIE,7/30/2015,7/30/2015,Gé,Fprémix,24 MOIS,,
1955,293/ 15 A 073 /16,15 A 073,LEVETIRACETAM,BIOCETAM,COMPRIME PELLICULE ,500MG,B/60,Liste I,HOP,OFF,,BIOCARE SARL,ALGERIE,2/22/2016,2/22/2016,Gé,Fpremix,24MOIS,,
1956,293/ 15 A 105 /16,15 A 105,LEVETIRACETAM,BIOCETAM,COMPRIME PELLICULE ,1000MG,B/60,Liste I,HOP,OFF,,BIOCARE SARL ,ALGERIE,2/22/2016,2/22/2016,Gé,F,24MOIS,,
1957,309/ 15 A 072 /14,15 A 072,LEVETIRACETAM,LEVETIRACETAM LDM,COMPRIME PELLICULE ,250MG ,B/60,LISTE I,HOP,OFF,,LABORATOIRES DE DIAGNOSTIC MAGHREBINS (LDM),ALGERIE,7/27/2014,7/27/2014,Gé,F,36 MOIS,,
1958,309/15 A 073/17,15 A 073,LEVETIRACETAM,LEVETIRACETAM LDM,COMP PELL SECABLE,500MG,B/30,Liste I,HOP,OFF,,LDM,ALGERIE,1/29/2017,1/29/2017,Gé,F,24 MOIS,,
1959,352/ 15 A 072 /13,15 A 072,LEVETIRACETAM,KEPAM,COMPRIME PELLICULE ,250MG,B/60,Liste I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT SPA,ALGERIE,7/7/2013,7/7/2013,Gé,F,,,
1960,352/ 15 A 073 /13,15 A 073,LEVETIRACETAM,KEPAM,COMPRIME PELLICULE ,500MG,B/60,Liste I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT SPA,ALGERIE,7/31/2013,7/31/2013,Gé,F,,,
1961,352/ 15 A 100 /13/18,15 A 100,LEVETIRACETAM,KEPAM,SIROP,100MG/ML,"FL./125ML - FL./200ML - FL./300ML (+BOUCHON DE SECURITE ENFANT+PIPETTE GRADUEE DE 2ML,5ML,ET 10ML)",Liste I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT SPA,ALGERIE,7/21/2013,12/28/2018,Gé,F,36 MOIS,,
1962,352/15 A 102 /18,15 A 102,LEVETIRACETAM,KEPAM,COMPRIME PELLICULE ,750MG,B/60,Liste I,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT,ALGERIE,8/1/2018,8/1/2018,Gé,F,24 MOIS,,
1963,447/15 A  072/16,15 A 072,LEVETIRACETAM,LEVETIRACETAM BEKER,COMP PELL SECABLE,250MG,B/60,Liste I,HOP,OFF,,BEKER SARL (SARL LABORATOIRE BEKER ALGERIE),ALGERIE,1/4/2017,1/4/2017,Gé,F,24 MOIS,,
1964,447/15 A 073/16,15 A 073,LEVETIRACETAM,LEVETIRACETAM BEKER,COMP PELL SECABLE,500MG,B/60,Liste I,HOP,OFF,,SARL BEKER,ALGERIE,12/4/2016,12/4/2016,Gé,F,24MOIS,,
1965,468/ 15 A 072 /15,15 A 072,LEVETIRACETAM,EGORIE,COMPRIME PELLICULE ,250MG,B/64,Liste I,HOP,OFF,,NADPHARMADIC PRODUCTION SARL,ALGERIE,7/30/2015,7/30/2015,Gé,F,24 MOIS,,
